Emigrants,Both,Libya,903,Africa,912,Northern Africa,902,Developing regions,50,60,60,60,30,20,20,20,0,0,10,0,10,0,10,30,10,30,10,20,10,10,10,20,30,50,70,40,40,..,..,..,..,..
Emigrants,Both,Liechtenstein,908,Europe,926,Western Europe,901,Developed regions,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..
Emigrants,Both,Lithuania,908,Europe,924,Northern Europe,901,Developed regions,0,0,0,0,0,0,0,0,0,0,0,0,10,10,20,10,10,30,30,20,20,20,30,20,30,50,30,40,30,..,..,..,..,..
Emigrants,Both,Luxembourg,908,Europe,926,Western Europe,901,Developed regions,0,0,0,10,0,0,0,10,0,0,30,10,20,20,10,0,20,10,40,20,20,30,30,10,10,10,20,20,10,..,..,..,..,..
Emigrants,Both,Madagascar,903,Africa,910,Eastern Africa,902,Developing regions,10,20,0,0,30,60,20,30,40,20,0,10,0,10,0,0,0,0,10,10,0,10,0,0,10,10,10,10,10,..,..,..,..,..
Emigrants,Both,Malawi,903,Africa,910,Eastern Africa,902,Developing regions,10,10,20,10,20,30,20,20,10,40,20,30,20,30,40,40,40,40,30,40,20,30,30,40,30,40,40,50,40,..,..,..,..,..
Emigrants,Both,Malaysia,935,Asia,920,South-Eastern Asia,902,Developing regions,4900,5260,5520,5290,5810,5770,5310,4670,4400,4850,6000,6430,6270,5510,5350,5570,6000,6570,4610,4340,4710,4670,5580,5150,7050,8220,7540,7260,8180,..,..,..,..,..
Emigrants,Both,Maldives,935,Asia,5501,Southern Asia,902,Developing regions,10,10,10,0,10,20,10,10,10,20,10,10,30,30,40,40,40,80,60,70,60,60,70,70,70,80,110,70,70,..,..,..,..,..
Emigrants,Both,Mali,903,Africa,914,Western Africa,902,Developing regions,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,10,20,10,10,10,20,10,..,..,..,..,..
Emigrants,Both,Malta,908,Europe,925,Southern Europe,901,Developed regions,350,340,460,390,390,380,390,400,560,560,590,570,540,520,410,310,290,300,230,220,250,210,150,190,190,140,120,150,160,..,..,..,..,..
Emigrants,Both,Marshall Islands,909,Oceania,954,Micronesia,902,Developing regions,0,0,0,0,0,0,0,0,0,0,0,10,0,10,20,20,30,10,10,20,10,20,20,20,10,10,20,10,0,..,..,..,..,..
Emigrants,Both,Martinique,904,Latin America and the Caribbean,915,Caribbean,902,Developing regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..
Emigrants,Both,Mauritania,903,Africa,914,Western Africa,902,Developing regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,10,30,10,20,10,10,10,10,..,..,..,..,..
Emigrants,Both,Mauritius,903,Africa,910,Eastern Africa,902,Developing regions,40,50,50,40,50,60,60,100,140,110,110,180,190,170,160,170,150,180,160,200,200,250,270,350,260,310,250,290,360,..,..,..,..,..
Emigrants,Both,Mayotte,903,Africa,910,Eastern Africa,902,Developing regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..
Emigrants,Both,Mexico,904,Latin America and the Caribbean,916,Central America,902,Developing regions,80,80,60,70,70,80,60,60,70,80,110,120,110,90,120,120,80,160,110,120,170,140,150,190,220,190,210,260,300,..,..,..,..,..
Emigrants,Both,Micronesia (Federated States of),909,Oceania,954,Micronesia,902,Developing regions,0,0,0,0,0,0,0,0,0,0,0,10,0,40,10,20,30,20,20,30,30,10,20,10,10,0,10,10,0,..,..,..,..,..
Emigrants,Both,Monaco,908,Europe,926,Western Europe,901,Developed regions,10,0,0,20,0,0,10,10,10,0,10,10,0,0,0,20,0,20,0,10,0,10,0,10,10,0,10,10,10,..,..,..,..,..
Emigrants,Both,Mongolia,935,Asia,906,Eastern Asia,902,Developing regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,40,40,50,50,60,40,60,80,120,120,140,110,100,..,..,..,..,..
Emigrants,Both,Montserrat,904,Latin America and the Caribbean,915,Caribbean,902,Developing regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..
Emigrants,Both,Morocco,903,Africa,912,Northern Africa,902,Developing regions,10,10,20,20,10,10,10,10,20,10,20,20,10,20,10,10,20,20,20,40,20,30,20,20,30,30,20,30,40,..,..,..,..,..
Emigrants,Both,Mozambique,903,Africa,910,Eastern Africa,902,Developing regions,0,0,0,0,0,0,0,10,0,10,20,20,20,30,40,30,40,40,30,60,50,40,80,60,40,50,60,60,50,..,..,..,..,..
Emigrants,Both,Myanmar,935,Asia,920,South-Eastern Asia,902,Developing regions,50,20,80,70,60,50,70,40,70,60,60,60,50,60,60,70,110,90,110,110,160,170,150,160,80,90,80,80,70,..,..,..,..,..
Emigrants,Both,Namibia,903,Africa,913,Southern Africa,902,Developing regions,0,0,0,0,0,0,0,0,0,0,0,20,10,20,30,40,40,40,30,20,20,20,30,30,20,10,50,30,30,..,..,..,..,..
Emigrants,Both,Nauru,909,Oceania,954,Micronesia,902,Developing regions,130,130,160,130,150,100,90,100,90,100,90,130,150,130,130,110,90,80,80,100,90,60,60,50,80,50,60,50,30,..,..,..,..,..
Emigrants,Both,Nepal,935,Asia,5501,Southern Asia,902,Developing regions,40,70,50,40,80,100,120,120,90,90,90,70,100,140,120,150,270,340,360,370,410,450,400,400,250,220,180,180,280,..,..,..,..,..
Emigrants,Both,Netherlands,908,Europe,926,Western Europe,901,Developed regions,1000,790,1000,1040,1050,920,850,930,870,1160,1100,1280,1160,1010,970,960,1010,1030,1410,1210,1490,1520,1360,1430,850,790,760,980,1040,..,..,..,..,..
Emigrants,Both,New Caledonia,909,Oceania,928,Melanesia,902,Developing regions,90,90,120,80,110,130,110,120,80,140,170,200,200,180,160,160,210,210,190,130,170,230,280,230,360,400,350,360,400,..,..,..,..,..
Emigrants,Both,New Zealand,909,Oceania,927,Australia and New Zealand,901,Developed regions,15130,15360,17070,17850,14380,12620,14010,15810,14460,17200,21440,17090,14850,15090,15430,16030,15970,15940,16740,18410,19740,20960,22280,23530,27270,25330,23670,23710,24950,..,..,..,..,..
Emigrants,Both,Nicaragua,904,Latin America and the Caribbean,916,Central America,902,Developing regions,0,0,0,0,0,0,0,0,0,0,10,0,10,10,10,10,10,10,0,0,10,0,20,0,10,20,10,10,10,..,..,..,..,..
Emigrants,Both,Niger,903,Africa,914,Western Africa,902,Developing regions,20,30,30,30,30,20,20,20,20,10,20,20,10,30,10,20,10,20,20,20,30,20,20,20,0,10,0,0,10,..,..,..,..,..
Emigrants,Both,Nigeria,903,Africa,914,Western Africa,902,Developing regions,120,140,80,100,110,70,60,70,70,90,50,90,80,100,100,60,70,50,80,70,60,90,120,120,80,70,50,60,70,..,..,..,..,..
Emigrants,Both,Niue,909,Oceania,957,Polynesia,902,Developing regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,10,0,0,0,10,10,10,10,10,..,..,..,..,..
Emigrants,Both,Northern Mariana Islands,909,Oceania,954,Micronesia,902,Developing regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..
Emigrants,Both,Norway,908,Europe,924,Northern Europe,901,Developed regions,120,160,130,110,160,120,120,140,160,120,170,180,170,160,140,160,180,270,300,210,250,350,420,650,560,440,530,480,430,..,..,..,..,..
Emigrants,Both,Oman,935,Asia,922,Western Asia,902,Developing regions,50,30,30,30,50,70,80,50,80,70,90,110,100,120,100,130,100,90,150,170,140,160,200,240,130,170,220,220,200,..,..,..,..,..
Emigrants,Both,Pakistan,935,Asia,5501,Southern Asia,902,Developing regions,110,160,150,180,200,170,200,180,240,290,350,670,540,520,410,410,490,550,560,640,710,580,590,600,550,560,610,540,580,..,..,..,..,..
Emigrants,Both,Palau,909,Oceania,954,Micronesia,902,Developing regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,10,10,20,20,10,10,20,10,10,10,10,..,..,..,..,..
Emigrants,Both,Panama,904,Latin America and the Caribbean,916,Central America,902,Developing regions,0,0,0,0,10,10,10,0,10,10,0,10,10,0,10,10,10,20,20,10,0,10,10,10,10,10,20,10,20,..,..,..,..,..
Emigrants,Both,Papua New Guinea,909,Oceania,928,Melanesia,902,Developing regions,7720,6960,6640,6180,6380,5680,5600,5650,5540,5150,4380,4250,4130,4330,4230,4030,4100,3890,3260,3500,3300,3100,2780,2340,1040,1140,1110,1120,1140,..,..,..,..,..
Emigrants,Both,Paraguay,904,Latin America and the Caribbean,931,South America,902,Developing regions,10,0,10,10,0,0,20,10,0,10,10,10,0,20,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,..,..,..,..,..
Emigrants,Both,Peru,904,Latin America and the Caribbean,931,South America,902,Developing regions,60,60,60,60,50,30,40,60,40,30,30,70,70,60,70,80,80,100,140,110,140,170,160,200,150,150,150,200,250,..,..,..,..,..
Emigrants,Both,Philippines,935,Asia,920,South-Eastern Asia,902,Developing regions,750,790,830,870,790,770,900,860,1010,1200,1450,1890,2090,2080,1880,1810,2100,2630,3160,2760,2860,2880,2930,2620,2120,2590,2710,2920,2900,..,..,..,..,..
Emigrants,Both,Poland,908,Europe,923,Eastern Europe,901,Developed regions,180,90,170,240,200,230,250,300,350,440,560,770,690,520,400,400,400,460,430,440,410,390,400,510,450,490,490,520,540,..,..,..,..,..
Emigrants,Both,Portugal,908,Europe,925,Southern Europe,901,Developed regions,180,150,220,280,200,230,210,250,300,370,400,540,620,510,370,310,290,290,380,420,370,290,230,250,240,180,190,200,190,..,..,..,..,..
Emigrants,Both,Puerto Rico,904,Latin America and the Caribbean,915,Caribbean,902,Developing regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,10,10,0,10,10,0,10,10,0,10,..,..,..,..,..
Emigrants,Both,Qatar,935,Asia,922,Western Asia,902,Developing regions,10,20,30,10,20,10,0,10,10,10,0,20,10,20,50,60,50,60,110,60,90,160,310,310,190,330,420,320,390,..,..,..,..,..
Emigrants,Both,Republic of Korea,935,Asia,906,Eastern Asia,902,Developing regions,220,190,220,220,270,360,370,430,730,1010,1640,2350,2590,2640,2740,3270,4100,5200,4570,3630,4490,5420,6550,6160,4170,4290,4410,5490,6730,..,..,..,..,..
Emigrants,Both,Republic of Moldova,908,Europe,923,Eastern Europe,901,Developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,20,20,20,10,10,20,20,..,..,..,..,..
Emigrants,Both,Réunion,903,Africa,910,Eastern Africa,902,Developing regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,10,0,10,10,10,20,..,..,..,..,..
Emigrants,Both,Romania,908,Europe,923,Eastern Europe,901,Developed regions,10,30,10,20,10,0,10,10,10,20,60,60,110,100,100,100,90,140,160,130,130,120,100,130,80,100,80,100,80,..,..,..,..,..
Emigrants,Both,Russian Federation,908,Europe,923,Eastern Europe,901,Developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,30,40,130,160,110,150,230,280,410,300,350,370,380,380,..,..,..,..,..
Emigrants,Both,Rwanda,903,Africa,910,Eastern Africa,902,Developing regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,10,0,10,10,10,..,..,..,..,..
Emigrants,Both,Saint Helena,903,Africa,914,Western Africa,902,Developing regions,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..
Emigrants,Both,Saint Kitts and Nevis,904,Latin America and the Caribbean,915,Caribbean,902,Developing regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..
Emigrants,Both,Saint Lucia,904,Latin America and the Caribbean,915,Caribbean,902,Developing regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,..,..,..,..,..
Emigrants,Both,Saint Vincent and the Grenadines,904,Latin America and the Caribbean,915,Caribbean,902,Developing regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..
Emigrants,Both,Samoa,909,Oceania,957,Polynesia,902,Developing regions,90,80,130,150,170,160,170,240,250,290,250,370,420,480,390,350,390,410,350,370,340,390,390,420,330,410,370,400,380,..,..,..,..,..
Emigrants,Both,Saudi Arabia,935,Asia,922,Western Asia,902,Developing regions,180,250,360,350,310,220,210,230,440,540,570,760,900,1020,830,720,780,730,780,880,860,860,850,710,260,270,440,530,700,..,..,..,..,..
Emigrants,Both,Senegal,903,Africa,914,Western Africa,902,Developing regions,10,0,0,0,0,10,0,0,0,0,0,10,0,0,10,20,10,10,0,10,10,10,10,10,0,10,0,10,10,..,..,..,..,..
Emigrants,Both,Seychelles,903,Africa,910,Eastern Africa,902,Developing regions,20,20,30,40,20,30,50,50,40,40,60,70,60,60,80,50,70,70,90,90,60,70,50,70,40,50,40,50,50,..,..,..,..,..
Emigrants,Both,Sierra Leone,903,Africa,914,Western Africa,902,Developing regions,0,10,0,10,0,10,10,10,0,10,10,10,0,0,10,10,0,10,10,0,0,10,0,10,10,0,10,10,10,..,..,..,..,..
Emigrants,Both,Singapore,935,Asia,920,South-Eastern Asia,902,Developing regions,1730,1750,1600,1640,1770,1730,1670,1640,1970,2310,2920,3780,4170,4680,4650,4940,5180,6170,5680,6140,7690,11370,13630,10070,14760,15180,14900,15650,16180,..,..,..,..,..
Emigrants,Both,Slovakia,908,Europe,923,Eastern Europe,901,Developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,50,50,70,70,60,80,70,110,250,170,200,160,130,170,..,..,..,..,..
Emigrants,Both,Slovenia,908,Europe,925,Southern Europe,901,Developed regions,0,0,0,0,0,0,0,0,0,0,0,0,10,60,110,80,90,100,90,100,110,160,160,210,90,80,70,60,90,..,..,..,..,..
Emigrants,Both,Solomon Islands,909,Oceania,928,Melanesia,902,Developing regions,280,310,320,320,320,380,370,350,400,360,350,360,380,390,430,470,430,360,350,360,330,320,230,230,340,280,310,290,270,..,..,..,..,..
Emigrants,Both,Somalia,903,Africa,910,Eastern Africa,902,Developing regions,10,10,10,10,10,10,10,20,20,0,0,0,0,0,0,0,0,10,10,10,0,10,10,10,20,10,10,10,10,..,..,..,..,..
Emigrants,Both,South Africa,903,Africa,913,Southern Africa,902,Developing regions,780,840,780,930,910,650,450,610,600,680,760,760,790,640,900,1190,1130,1480,1630,1690,2090,1970,2030,2340,1590,1400,1290,1280,1370,..,..,..,..,..
Emigrants,Both,Spain,908,Europe,925,Southern Europe,901,Developed regions,370,330,360,490,460,460,500,490,580,670,700,810,840,530,540,460,510,590,570,690,610,630,600,630,660,670,720,710,800,..,..,..,..,..
Emigrants,Both,Sri Lanka,935,Asia,5501,Southern Asia,902,Developing regions,230,240,260,250,270,280,270,240,260,250,310,550,610,630,610,610,690,1070,1080,1150,1260,1090,1180,1400,1060,800,710,700,720,..,..,..,..,..
Emigrants,Both,State of Palestine,935,Asia,922,Western Asia,902,Developing regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..
Emigrants,Both,Sudan,903,Africa,912,Northern Africa,902,Developing regions,20,30,20,20,10,20,20,20,10,20,10,10,10,10,10,30,10,10,20,30,30,40,20,30,60,60,70,100,90,..,..,..,..,..
Emigrants,Both,Suriname,904,Latin America and the Caribbean,931,South America,902,Developing regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,10,0,10,10,0,..,..,..,..,..
Emigrants,Both,Swaziland,903,Africa,913,Southern Africa,902,Developing regions,0,10,20,10,10,10,10,10,10,10,20,20,20,20,20,20,20,30,10,0,10,10,10,10,10,20,20,20,10,..,..,..,..,..
Emigrants,Both,Sweden,908,Europe,924,Northern Europe,901,Developed regions,310,240,280,300,320,390,370,460,600,680,650,610,560,600,600,640,740,750,720,700,820,820,740,930,660,650,720,750,800,..,..,..,..,..
Emigrants,Both,Switzerland,908,Europe,926,Western Europe,901,Developed regions,490,570,680,800,690,690,650,790,790,850,1020,960,950,880,880,900,930,990,1090,1140,1330,1320,1380,1280,940,790,850,1020,1030,..,..,..,..,..
Emigrants,Both,Syrian Arab Republic,935,Asia,922,Western Asia,902,Developing regions,50,30,50,60,40,30,60,40,60,60,70,80,70,90,90,90,100,150,110,130,110,130,170,170,240,260,170,230,190,..,..,..,..,..
Emigrants,Both,Tajikistan,935,Asia,5500,Central Asia,902,Developing regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,10,0,0,0,10,10,..,..,..,..,..
Emigrants,Both,Thailand,935,Asia,920,South-Eastern Asia,902,Developing regions,550,580,590,690,680,730,760,790,1020,1550,2160,2560,2620,2610,2590,3070,3240,3430,3410,3760,4160,5100,6280,5580,7190,6980,6530,7800,7880,..,..,..,..,..
Emigrants,Both,The former Yugoslav Republic of Macedonia,908,Europe,925,Southern Europe,901,Developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,330,330,360,330,290,420,190,270,330,310,270,260,280,250,..,..,..,..,..
Emigrants,Both,Timor-Leste,935,Asia,920,South-Eastern Asia,902,Developing regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,240,380,290,390,260,590,560,450,..,..,..,..,..
Emigrants,Both,Togo,903,Africa,914,Western Africa,902,Developing regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..
Emigrants,Both,Tokelau,909,Oceania,957,Polynesia,902,Developing regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,10,0,0,10,10,..,..,..,..,..
Emigrants,Both,Tonga,909,Oceania,957,Polynesia,902,Developing regions,110,160,170,190,230,300,330,260,230,280,300,470,570,590,550,420,350,420,410,510,410,290,300,370,330,290,260,270,250,..,..,..,..,..
Emigrants,Both,Trinidad and Tobago,904,Latin America and the Caribbean,915,Caribbean,902,Developing regions,20,10,20,10,10,0,10,10,10,0,0,10,10,10,20,10,10,10,10,20,10,30,10,20,10,10,20,10,10,..,..,..,..,..
Emigrants,Both,Tunisia,903,Africa,912,Northern Africa,902,Developing regions,0,10,0,0,0,0,10,0,10,10,0,10,0,10,10,0,10,0,10,0,10,10,10,20,10,10,10,10,10,..,..,..,..,..
Emigrants,Both,Turkey,935,Asia,922,Western Asia,902,Developing regions,230,340,530,660,660,740,780,830,880,960,900,1010,1120,1190,900,910,910,1010,1080,910,940,720,750,840,900,870,990,890,930,..,..,..,..,..
Emigrants,Both,Turkmenistan,935,Asia,5500,Central Asia,902,Developing regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..
Emigrants,Both,Turks and Caicos Islands,904,Latin America and the Caribbean,915,Caribbean,902,Developing regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..
Emigrants,Both,Tuvalu,909,Oceania,957,Polynesia,902,Developing regions,10,30,30,40,30,40,50,60,60,40,50,10,10,20,30,10,20,10,20,10,30,20,10,20,10,10,10,10,10,..,..,..,..,..
Emigrants,Both,Uganda,903,Africa,910,Eastern Africa,902,Developing regions,10,10,30,20,30,20,30,10,10,20,30,10,30,20,40,40,50,40,60,30,30,30,40,40,40,70,40,50,50,..,..,..,..,..
Emigrants,Both,Ukraine,908,Europe,923,Eastern Europe,901,Developed regions,0,0,0,0,0,0,0,0,0,0,0,0,20,30,30,30,50,80,60,60,80,120,130,150,120,140,100,130,100,..,..,..,..,..
Emigrants,Both,United Arab Emirates,935,Asia,922,Western Asia,902,Developing regions,20,20,60,60,70,60,50,80,180,230,230,270,320,410,460,520,610,700,970,1010,1290,1630,2030,2510,1700,1940,2370,3510,4270,..,..,..,..,..
Emigrants,Both,United Kingdom of Great Britain and Northern Ireland,908,Europe,924,Northern Europe,901,Developed regions,20700,16570,18890,23730,21650,20530,18370,20710,23500,28190,31840,29430,27960,24810,26230,28410,30660,35230,40180,42590,45330,47720,46640,46570,37220,32650,32020,31710,28610,..,..,..,..,..
Emigrants,Both,United Republic of Tanzania,903,Africa,910,Eastern Africa,902,Developing regions,60,60,70,80,40,70,70,50,50,70,80,70,100,60,100,100,70,110,130,110,140,120,120,130,150,120,140,110,120,..,..,..,..,..
Emigrants,Both,United States of America,905,Northern America,905,Northern America,901,Developed regions,9050,8650,9580,9550,10220,9930,9650,10110,10700,11430,12090,12230,11150,11600,12150,12790,13810,15200,16500,17450,20050,19590,18770,17620,15430,14830,15050,17360,15760,..,..,..,..,..
Emigrants,Both,United States Virgin Islands,904,Latin America and the Caribbean,915,Caribbean,902,Developing regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..
Emigrants,Both,Uruguay,904,Latin America and the Caribbean,931,South America,902,Developing regions,120,120,110,120,150,140,200,120,150,110,140,160,180,140,110,70,100,100,90,80,80,60,40,100,120,80,80,80,100,..,..,..,..,..
Emigrants,Both,Uzbekistan,935,Asia,5500,Central Asia,902,Developing regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,20,20,10,30,20,20,10,..,..,..,..,..
Emigrants,Both,Vanuatu,909,Oceania,928,Melanesia,902,Developing regions,150,170,170,220,260,220,230,260,320,250,290,270,240,270,270,270,220,310,430,510,540,590,560,480,530,540,490,490,560,..,..,..,..,..
Emigrants,Both,Venezuela (Bolivarian Republic of),904,Latin America and the Caribbean,931,South America,902,Developing regions,50,80,60,40,40,30,30,30,10,10,10,40,40,30,30,30,50,70,50,80,70,80,50,70,60,50,50,40,50,..,..,..,..,..
Emigrants,Both,Viet Nam,935,Asia,920,South-Eastern Asia,902,Developing regions,10,10,10,20,10,30,20,10,20,50,90,200,330,550,840,1220,1490,1790,1810,1970,2290,2530,2830,2900,2080,2070,2170,2690,2800,..,..,..,..,..
Emigrants,Both,Wallis and Futuna Islands,909,Oceania,957,Polynesia,902,Developing regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..
Emigrants,Both,Western Sahara,903,Africa,912,Northern Africa,902,Developing regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..
Emigrants,Both,Yemen,935,Asia,922,Western Asia,902,Developing regions,0,10,30,10,10,0,0,10,10,0,10,0,0,10,10,0,0,0,10,10,10,20,10,10,30,20,30,20,10,..,..,..,..,..
Emigrants,Both,Zambia,903,Africa,910,Eastern Africa,902,Developing regions,80,50,40,50,50,50,60,60,80,70,100,100,80,100,120,90,100,70,90,50,90,80,90,130,90,110,100,100,110,..,..,..,..,..
Emigrants,Both,Zimbabwe,903,Africa,910,Eastern Africa,902,Developing regions,80,230,180,180,170,110,200,140,130,210,220,220,210,190,250,220,230,190,210,190,180,200,190,370,130,110,100,130,110,..,..,..,..,..
Emigrants,Both,Unknown,999,World,999,World,999,World,2550,2470,2540,2580,2740,3310,3250,3340,2770,2460,2950,2350,2040,2090,1720,1490,1340,1300,1220,1370,2120,2170,1650,1800,7870,9310,8580,10460,7360,..,..,..,..,..
Emigrants,Both,Total,999,World,999,World,999,World,90860,85600,92340,100510,96360,93440,92450,97770,104770,120040,137470,143710,143660,140420,141680,149360,158260,176560,179600,185670,206120,216130,222940,224890,212200,206690,204800,216580,220280,..,..,..,..,..
Immigrants,Both,Afghanistan,935,Asia,5501,Southern Asia,902,Developing regions,10,20,30,30,70,100,110,90,100,60,150,460,410,400,200,220,200,150,250,270,100,20,40,70,80,110,180,140,560,..,..,..,..,..
Immigrants,Both,Albania,908,Europe,925,Southern Europe,901,Developed regions,0,0,0,0,0,0,0,0,0,0,10,80,40,30,30,100,90,80,80,70,110,110,200,250,140,130,110,110,140,..,..,..,..,..
Immigrants,Both,Algeria,903,Africa,912,Northern Africa,902,Developing regions,10,50,30,10,20,20,10,10,20,20,20,30,20,20,20,20,20,20,10,30,20,30,60,20,20,50,30,30,60,..,..,..,..,..
Immigrants,Both,American Samoa,909,Oceania,957,Polynesia,902,Developing regions,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,..,..,..,..,..
Immigrants,Both,Andorra,908,Europe,925,Southern Europe,901,Developed regions,0,0,10,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,10,0,10,10,0,10,10,0,10,10,..,..,..,..,..
Immigrants,Both,Angola,903,Africa,911,Middle Africa,902,Developing regions,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,20,10,10,20,30,20,..,..,..,..,..
Immigrants,Both,Anguilla,904,Latin America and the Caribbean,915,Caribbean,902,Developing regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..
Immigrants,Both,Antigua and Barbuda,904,Latin America and the Caribbean,915,Caribbean,902,Developing regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,10,0,10,10,10,10,10,0,0,..,..,..,..,..
Immigrants,Both,Argentina,904,Latin America and the Caribbean,931,South America,902,Developing regions,570,640,850,520,400,540,650,630,630,660,740,730,520,290,310,370,350,290,340,350,380,430,500,580,560,450,430,460,490,..,..,..,..,..
Immigrants,Both,Armenia,935,Asia,922,Western Asia,902,Developing regions,0,0,0,0,0,0,0,0,0,0,0,0,10,20,30,60,50,30,30,30,20,20,40,30,30,40,20,40,60,..,..,..,..,..
Immigrants,Both,Aruba,904,Latin America and the Caribbean,915,Caribbean,902,Developing regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,..,..,..,..,..
Immigrants,Both,Australia,909,Oceania,927,Australia and New Zealand,901,Developed regions,280,180,170,150,120,150,100,50,10,10,0,0,0,0,0,0,0,0,0,0,10,10,10,10,590,700,140,220,780,..,..,..,..,..
Immigrants,Both,Austria,908,Europe,926,Western Europe,901,Developed regions,4100,3510,5120,1670,1040,970,1230,1480,1480,1050,770,510,600,570,790,660,600,640,590,600,700,1050,1070,1050,800,650,790,570,600,..,..,..,..,..
Immigrants,Both,Azerbaijan,935,Asia,922,Western Asia,902,Developing regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,20,10,20,20,20,30,20,40,30,50,30,..,..,..,..,..
Immigrants,Both,Bahamas,904,Latin America and the Caribbean,915,Caribbean,902,Developing regions,10,20,0,20,20,20,20,40,40,0,10,0,10,0,20,0,10,10,10,10,10,20,20,20,20,20,30,20,20,..,..,..,..,..
Immigrants,Both,Bahrain,935,Asia,922,Western Asia,902,Developing regions,70,100,80,160,160,140,150,130,230,140,150,70,120,150,160,210,180,160,130,160,160,210,250,250,380,460,490,240,220,..,..,..,..,..
Immigrants,Both,Bangladesh,935,Asia,5501,Southern Asia,902,Developing regions,170,180,220,140,170,220,190,150,270,270,400,600,690,360,690,1050,900,520,600,900,1180,1480,1810,2870,2970,1860,2570,3680,3160,..,..,..,..,..
